review,label
"• Patients présentant une sclérose en plaques rémittente - récurrente sévère et d ’ évolution rapide , définie par 2 poussées invalidantes ou plus au cours d ’ une année associées à 1 ou plusieurs lésion ( s ) rehaussée ( s ) après injection de Gadolinium sur l ’ IRM cérébrale ou une augmentation significative de la charge lésionnelle en T2 par rapport à une IRM antérieure récente .",1
"L ’ efficacité en monothérapie a été évaluée au cours d ’ une étude de 2 ans ( étude AFFIRM ) randomisée , en double insu , contrôlée versus placebo , réalisée chez des patients atteints de SEP rémittente - récurrente ayant présenté au moins 1 poussée clinique au cours de l ’ année précédant l ’ inclusion dans l ’ étude , et dont le score EDSS ( Kurtzke Expanded Disability Status Scale , échelle d ’ évaluation du handicap ) était compris entre 0 et 5 .",1
L ’ âge médian était de 37 ans et la durée médiane de la maladie de 5 ans .,1
Des examens neurologiques ont été effectués toutes les 12 semaines et en cas de suspicion de poussées .,1
Les examens IRM ( recherche de lésions rehaussées par gadolinium avec pondération en T1 et recherche de lésions hyperintenses en T2 ) ont été effectués tous les ans .,1
Les caractéristiques et les résultats de l ’ étude sont présentés dans le tableau ci - dessous .,1
SEP RR ( critères de McDonald ),1
Deux ans,0
Handicap,1
"12 semaines , critère d ’ évaluation principal )",0
( p,0
11 Nombre moyen de lésions rehaussées,1
Ces résultats ont été obtenus à partir d ’ une analyse post - hoc et doivent donc être,0
Il n ’ y a pas de données disponibles sur la sévérité des poussées avant l ’ inclusion des patients dans l ’ étude .,1
"Après administration intraveineuse répétée d ’ une dose de 300 mg de natalizumab chez des patients souffrant de SEP , les concentrations sériques maximales moyennes ont été de 110 ± 52 μ g / ml .",1
Les concentrations minimales moyennes à l ’ équilibre au cours de la période de traitement étaient comprises entre 23 μ g / ml et 29 μ g / ml .,1
Le délai prévu pour atteindre l ’ équilibre était d ’ environ 36 semaines .,0
Une analyse de pharmacocinétique de population a été effectuée sur des groupes de plus de 1 100 patients souffrant de SEP recevant des doses comprises entre 3 et 6 mg / kg de natalizumab .,1
"Parmi ces patients , 581 ont reçu une dose fixe de 300 mg en monothérapie .",1
"La clairance moyenne ± ET à l ’ équilibre était de 13 , 1 ± 5 , 0 ml / h , avec une demi - vie moyenne ± ET de 16 ± 4 jours .",1
"L ’ analyse a exploré les effets de covariables sélectionnées sur les paramètres pharmacocinétiques , notamment le poids , l ’ âge , le sexe , la fonction hépatique et rénale ainsi que la présence d ’ anticorps anti - natalizumab .",1
Seuls le poids et la présence d ’ anticorps anti - natalizumab ont modifié l ’ élimination du natalizumab .,1
"L ’ effet du poids n ’ a pas été totalement proportionnel , puisqu ’ une variation de 43 % du poids a conduit à une variation de 31 % à 34 % de la clairance .",1
Cette modification de la clairance n ’ a pas été cliniquement significative .,1
"La présence d ’ anticorps anti - natalizumab persistants a approximativement triplé la clairance du natalizumab , ce qui est cohérent avec la diminution des concentrations sériques de natalizumab observée chez les patients porteurs de ce type d ’ anticorps ( voir rubrique 4 . 8 ) .",1
Les paramètres pharmacocinétiques du natalizumab n ’ ont pas été étudiés chez l ’ enfant et chez l ’ insuffisant rénal ou hépatique .,1
L ’ effet des échanges plasmatiques sur la clairance et les paramètres pharmacodynamiques du natalizumab a été évalué lors d ’ une étude chez 12 patients atteints de SEP .,1
L ’ élimination du médicament après 3 échanges plasmatiques ( sur une période de 5 à 8 jours ) est estimée à environ 70 - 80 % .,1
"Ceci est à comparer au taux d ’ environ 40 % mesuré lors d ’ études antérieures dans lesquelles les dosages avaient été effectués après arrêt du traitement , sur une période d ’ observation identique .",1
L ’ impact des échanges plasmatiques sur la reprise de la migration lymphocytaire et par conséquent leur utilité clinique ne sont pas connus .,1
"Du fait de l ’ activité pharmacologique du natalizumab , une modification de la circulation des lymphocytes , une augmentation des globules blancs ainsi qu ’ une hypersplénie ont été observées dans la plupart des études in vivo .",1
Ces modifications ont été réversibles et n ’ ont pas semblé provoquer d ’ effets toxiques .,1
"12 Dans les études réalisées chez la souris , l ’ administration de natalizumab n ’ a pas provoqué de croissance ni d ’ apparition de métastases de tumeurs de type mélanome ou leucémie lymphoblastique .",1
Le natalizumab n ’ a exercé aucun effet clastogène ou mutagène dans les tests d ’ Ames ou dans les tests d ’ aberrations chromosomiques de cellules humaines .,1
"Il n ’ a , par ailleurs , présenté aucun effet dans les essais in vitro de prolifération de lignées tumorales intégrine α 4 - positives et aucune cytotoxicité .",1
Aucun effet sur les taux d ’ avortements n ’ a été observé dans aucune autre étude .,1
"Une étude chez la femelle singe cynomolgus gravide a mis en évidence des modifications f œ tales attribuées au natalizumab , notamment une faible anémie , une diminution des plaquettes , une augmentation du poids de la rate ainsi qu ’ une diminution du poids du foie et du thymus .",1
"Ces modifications ont été associées à une augmentation de l ’ hématopoïèse extramédullaire splénique , ainsi qu ’ à une atrophie du thymus et à une diminution de l ’ hématopoïèse hépatique .",1
"Le taux des plaquettes était également diminué chez les nouveau - nés de mères traitées par le natalizumab jusqu ’ à la mise - bas , cependant il n ’ a pas été observé d ’ anémie chez ces nouveau - nés .",1
Toutes ces modifications observées à des doses supérieures à celles utilisées chez l ’ homme ont disparu après élimination du natalizumab .,1
"Phosphate de sodium , monobasique , monohydraté Phosphate de sodium , dibasique , heptahydraté Chlorure de sodium Polysorbate 80 ( E433 ) Eau pour préparation injectable .",1
TYSABRI ne doit pas être mélangé avec d ’ autres médicaments à l ’ exception de ceux mentionnés dans la rubrique 6 . 6 .,1
Solution diluée,0
À conserver au réfrigérateur ( entre 2 ° C et 8 ° C ) .,0
15 ml de TYSABRI dans un flacon ( verre type I ) muni d ’ un bouchon de caoutchouc ( bromobutyle ) serti avec une bague ( aluminium ) surmonté d ’ une capsule protectrice plastique .,1
"Avant de diluer et d ’ administrer TYSABRI , inspectez le flacon pour vérifier l ’ absence de particules .",1
"Le flacon ne doit pas être utilisé s ’ il contient des particules et / ou si le liquide n ’ est pas incolore , limpide à légèrement opalescent .",1
Respectez les conditions d ’ asepsie pour préparer la solution de TYSABRI pour perfusion intraveineuse ( IV ) .,1
Retirez la capsule du flacon .,1
Introduisez l ’ aiguille de la seringue dans le flacon en perçant le centre du bouchon de caoutchouc et aspirez 15 ml de solution à diluer pour perfusion .,1
"Ajoutez les 15 ml de solution à diluer pour perfusion à 100 ml d ’ une solution injectable de chlorure de sodium à 9 mg / ml ( 0 , 9 % ) .",1
TYSABRI ne doit pas être mélangé avec d ’ autres médicaments ou diluants .,1
Inspectez visuellement le produit dilué pour vérifier l ’ absence de particules ou de coloration avant l ’ administration .,1
Ne pas utiliser en cas de présence de particules ou de coloration .,1
Le produit dilué doit être utilisé dès que possible et dans un délai maximum de 8 heures après la dilution .,1
"Si le produit dilué est conservé à une température de 2 à 8 ° C ( ne pas congeler ) , laissez la solution se réchauffer à température ambiante avant la perfusion .",1
La solution diluée doit être perfusée par voie intraveineuse pendant 1 heure à un débit d ’ environ 2 ml / minute .,1
"Dès que la perfusion est terminée , rincez la voie intraveineuse avec une solution injectable de chlorure de sodium à 9 mg / ml ( 0 , 9 % ) .",1
Tout produit restant ou inutilisé doit être traité conformément aux dispositions réglementaires nationales .,1
"Elan Pharma International Ltd . , Monksland , Athlone , County Westmeath , Irlande",1
Des informations détaillées sur ce médicament sont disponibles sur le site internet de l ’ Agence européenne du médicament ( EMEA ) http : / / www . emea . europa . eu /,1
Biogen Idec Inc 5000 Davis Drive Research Triangle Park NC 27709 - 4627 USA,1
Biogen Idec B . V .,0
Robijnlaan 8 NL - 2132 Hoofddorp Pays - Bas,1
Biogen Idec Denmark Manufacturing ApS Biogen Idec Allé 1 DK - 3400 Hillerød Danemark,1
"Le titulaire de l ’ autorisation de mise sur le marché devra s ’ assurer sur un plan national , préalablement à la commercialisation et comme convenu avec les autorités compétentes des états membres que tous les médecins ayant l ’ intention de prescire TYSABRI , aient bien à leur disposition un dossier médical contenant les éléments suivants : • Monographie du médicament • Information médicale sur TYSABRI • Carte patient .",1
"L ’ information médicale sur TYSABRI devra comporter les éléments clés suivants : • Indication restreinte • Infections atypiques / opportunistes , notamment la LEMP et incluant :",1
Diagnostic de LEMP avec différenciation entre la LEMP et les poussées de SEP Arbre de décision de prise en charge de la LEMP Possibilité d ’ autres infections opportunistes,1
Le titulaire de l ’ AMM devra s ’ assurer que le système de pharmacovigilance est en place et qu ’ il fonctionne avant de mettre le médicament sur le marché et cela aussi longtemps que le produit commercialisé sera utilisé .,1
Le titulaire de l ’ AMM s ’ engage à effectuer les études et autres actions de pharmacovigilance détaillées dans le plan de pharmacovigilance .,1
Un plan de gestion des risques actualisé devrait être fourni conformément au Guideline CHMP relatif aux systèmes de gestion des risques des médicaments à usage humain .,1
TYSABRI 300 mg solution à diluer pour perfusion natalizumab,1
Chaque flacon de 15 ml de concentré contient 300 mg de natalizumab ( 20 mg / ml ) ;,1
"phosphate de sodium , monobasique , monohydraté ; phosphate de sodium , dibasique , heptahydraté ; chlorure de sodium ; polysorbate 80 ( E433 ) et eau pour préparation injectable .",1
Diluer avant perfusion .,1
Elan Pharma International Ltd .,0
Monksland Athlone County Westmeath Irlande,1
- Il est important que vous conserviez cette carte avec vous pendant le traitement et pendant les 6,1
mois suivant l ’ administration de la dernière dose de TYSABRI car des effets secondaires peuvent se produire même après l ’ arrêt du traitement .,1
Qu ’ est ce que TYSABRI et dans quel cas est - il utilisé 2 .,1
Comment utiliser TYSABRI 4 .,1
QU ’ EST - CE QUE TYSABRI ET DANS QUEL CAS EST - IL UTILISE,1
TYSABRI est utilisé pour traiter la sclérose en plaques ( SEP ) .,1
"Les symptômes de SEP peuvent varier d ’ un patient à l ’ autre et il est possible que vous ne présentiez aucun des symptômes décrits ici , notamment : troubles de la marche , engourdissement du visage , des bras ou des jambes , problèmes de vue , fatigue , sensation de déséquilibre ou d ’ étourdissement , problèmes urinaires et intestinaux , difficultés à penser et à se concentrer , dépression , douleur aiguë ou chronique , problèmes sexuels , ainsi que raideurs et spasmes musculaires .",1
L ’ aggravation de ces symptômes est une récidive ( ou poussée de SEP ) .,1
"Elle peut être brutale , avec apparition des symptômes en quelques heures , ou progressive , évoluant sur plusieurs jours .",1
Les symptômes s ’ améliorent ensuite progressivement ( phénomène qualifié de rémission ) .,1
"La SEP provoque une inflammation du cerveau , susceptible d ’ endommager les cellules nerveuses .",1
"La substance active de TYSABRI est le natalizumab , une protéine comparable à vos propres anticorps .",1
"Au cours des études cliniques , TYSABRI a réduit de moitié la progression des effets invalidants de la SEP et a également diminué de deux - tiers environ le nombre de poussées de SEP .",1
"Cependant , TYSABRI ne peut pas réparer les dommages qui ont été provoqués par la maladie .",1
"Par conséquent , lorsque vous serez traité par TYSABRI , vous ne constaterez peut - être pas d ’ amélioration mais le traitement par TYSABRI pourra empêcher l ’ aggravation de votre maladie .",1
25 Il est essentiel de continuer votre traitement aussi longtemps que vous et votre médecin pensez qu ’ il est utile .,1
"Avant de débuter le traitement par TYSABRI , il est primordial de discuter avec votre médecin des bénéfices que vous pouvez attendre de ce traitement ainsi que des risque éventuels qui lui sont associés .",1
N ’ utilisez jamais TYSABRI • Si vous êtes allergique ( hydpersensible ) au natalizumab ou à l ’ un des autres composants contenus dans TYSABRI ( voir les composants en rubrique 6 ) .,1
"• Si vous avez des perturbations graves du système immunitaire ( dues à une maladie , telle que leucémie ou infection à VIH , ou dues à un médicament que vous prenez ou avez pris ) .",1
• Si vous avez un cancer ( sauf s ’ il s ’ agit d ’ un cancer de la peau de type baso - cellulaire ) .,1
• Si vous êtes âgé ( e ) de moins de 18 ans .,1
Faites attention avec TYSABRI Des cas d ’ infection cérébrale rare appelée LEMP ( leucoencéphalopathie multifocale progressive ) ont été rapportés chez des patients traités par TYSABRI .,1
Cette leucoencéphalopathie entraîne généralement un handicap sévère ou le décès .,1
"Par conséquent , si vous pensez que votre SEP s ’ aggrave ou si vous remarquez de nouveaux symptômes , il est très important d ’ en parler à votre médecin dès que possible .",1
Discutez de votre traitement avec votre conjoint ou avec le personnel soignant .,1
"Ils pourraient voir de nouveaux symptômes que vous n ’ avez pas remarqués vous - même , tels que des changements d ’ humeur ou de comportement , des trous de mémoire , des difficultés d ’ élocution ou de communication , que votre médecin devra évaluer afin d ’ éliminer une LEMP éventuelle .",1
Vous trouverez également ces informations sur la carte patient qui vous a été remise par votre médecin .,1
Il est important de conserver cette carte et de la montrer à votre conjoint ou au personnel soignant .,1
Des infections graves peuvent survenir sous TYSABRI .,1
"En cas d ’ infection ou si vous développez des symptômes tels qu ’ une fièvre inexpliquée , une diarrhée sévère , des vertiges / céphalées / raideur de la nuque prolongés , une perte de poids ou une lassitude , ou d ’ autres symptômes potentiellement associés à une infection pendant votre traitement par TYSABRI , vous devez en parler à votre médecin dès que possible et lui montrer la carte patient , ainsi que cette notice .",1
Il est important que vous conserviez cette carte .,0
"Grossesse et allaitement Vous ne devez pas utiliser TYSABRI si vous êtes enceinte , sauf si vous en avez discuté au préalable avec votre médecin .",1
"Veillez à informer immédiatement votre médecin de toute grossesse en cours , suspectée ou envisagée .",1
Vous ne devez pas allaiter pendant le traitement par TYSABRI .,1
Vous devrez discuter avec votre médecin du choix d ’ allaiter ou d ’ être traitée par TYSABRI .,1
Demandez conseil à votre médecin ou à votre pharmacien avant de prendre tout autre médicament .,1
Conduite de véhicules et utilisation de machines TYSABRI ne devrait pas avoir d ’ effet sur l ’ aptitude à conduire des véhicules et à utiliser des machines .,1
"Si vous êtes concerné ( e ) , discutez - en avec votre médecin .",1
COMMENT UTILISER TYSABRI,1
TYSABRI sera préparé et administré par un médecin .,1
Les instructions relatives à la préparation et l ’ administration de TYSABRI sont fournies à la fin de cette notice à l ’ attention des professionnels de santé .,1
TYSABRI doit être dilué avant son administration .,1
Quelques patients ont présenté une réaction allergique à TYSABRI .,1
Votre médecin vérifiera l ’ absence de réactions allergiques pendant la perfusion et dans l ’ heure qui suit la fin de la perfusion .,1
"Il est très important de ne pas interrompre le traitement par TYSABRI , en particulier dans les tout premiers mois du traitement .",1
"En effet , les patients ayant reçu une ou deux perfusions de TYSABRI suivies d ’ une période d ’ arrêt de traitement de trois mois ou plus sont plus à risque de présenter une réaction allergique lors de la reprise du traitement .",1
"27 Signes d ’ allergie à TYSABRI , pendant ou peu après la perfusion : • Éruption et démangeaisons ( urticaire ) • œ dème du visage , des lèvres ou de la langue • Difficultés respiratoires • Douleur ou gêne thoracique • Augmentation ou diminution de la tension artérielle ( constatée par votre médecin ou votre infirmière lors de la mesure de votre tension artérielle ) .",1
Signes évocateurs d ’ éventuels troubles hépatiques : • Jaunisse ( coloration jaune de la peau ou du blanc des yeux ) • Urines anormalement foncées .,1
TYSABRI peut également avoir d ’ autres effets indésirables .,1
Ces effets indésirables sont listés ci - dessous par ordre de fréquence d ’ apparition au cours des études cliniques :,1
Effets indésirables fréquents pouvant survenir chez moins de 10 patients sur 100 : • Infection urinaire • Mal de gorge et écoulement nasal ou nez bouché • Frissons • Éruption et démangeaisons ( urticaire ) • Maux de tête • Sensations vertigineuses • Nausées • Vomissements • Douleurs articulaires • Fièvre • Fatigue .,1
Effets indésirables peu fréquents pouvant survenir chez moins de 1 patient sur 100 : • Allergie sévère ( hypersensibilité ) .,1
"Les symptômes de LEMP peuvent être comparables à une poussée de SEP . • Par conséquent , si vous pensez que votre SEP s ’ aggrave ou si vous remarquez de nouveaux symptômes , vous devez en parler à votre médecin dès que possible . • Discutez de votre traitement avec votre conjoint ou le personnel soignant .",1
"Ils pourraient voir de nouveaux symptômes que vous - même n ’ avez pas remarqués , tels que des changements d ’ humeur ou de comportement , des trous de mémoire , des difficultés d ’ élocution ou de communication , que votre médecin devra évaluer afin d ’ éliminer une LEMP éventuelle . • Montrez la carte d ’ alerte patient ainsi que cette notice à tout médecin que vous pourriez consulter , et non pas seulement à votre neurologue .",1
• Parlez à votre médecin dès que possible si vous pensez avoir une infection . • Montrez la carte patient ainsi que cette notice à tout médecin impliqué dans votre traitement et pas uniquement à votre neurologue .,1
TYSABRI sera - t - il toujours efficace ?,1
"Chez certains patients recevant TYSABRI , les défenses naturelles de l ’ organisme finissent par empêcher TYSABRI d ’ agir correctement ( car l ’ organisme produit des anticorps dirigés contre TYSABRI ) .",1
"Votre médecin pourra vérifier si c ’ est le cas en dosant ces anticorps dans votre sang et arrêtera le traitement par TYSABRI , si nécessaire .",1
COMMENT CONSERVER TYSABRI,1
Ne pas utiliser TYSABRI après la date de péremption mentionnée sur l ’ étiquette et la boîte .,1
Ne pas utiliser TYSABRI si vous remarquez la présence de particules dans le liquide et / ou une coloration du liquide dans le flacon .,1
Que contient TYSABRI Chaque flacon de 15 ml de solution à diluer pour perfusion contient 300 mg de natalizumab ( 20 mg / ml ) .,1
"Phosphate de sodium , monobasique , monohydraté Phosphate de sodium , dibasique , heptahydraté Chlorure de sodium Polysorbate 80 ( E433 ) Eau pour préparation injectable .",1
Chaque boîte contient un flacon en verre .,1
Titulaire de l ’ autorisation de mise sur le marché Elan Pharma International Ltd .,0
Fabricant Biogen Idec B . V .,0
Ces informations sont fournies à la fin de la notice,1
België / Belgique / Belgien Biogen Idec Belgium N . V . / S . A .,1
Luxembourg / Luxemburg Biogen Idec Belgium N . V . / SA .,1
Magyarország Gedeon Richter Plc .,1
Č eská republika Biogen Idec ( Czech Republic ) s . r . o .,0
Malta Interpharma Co .,0
Danmark Biogen Idec Denmark A / S Tlf : + 45 77 41 57 88,0
Nederland Biogen Idec International B . V .,0
Deutschland Biogen Idec GmbH Tel : + 49 ( 0 ) 89 99 6170,0
Norge Biogen Idec Norway AS Tlf : + 47 23 00 52 50,0
Eesti Richter Gedeon Eesti filiaal Tel : + 372 742 0200,1
Österreich Biogen Idec Austria GmbH Tel : + 43 1 484 46 13,0
Polska Gedeon Richter Plc .,1
Przedstawicielstwo w Polsce Tel . : + 48 22 642 67 39,0
30 España Biogen Idec Iberia SL Tel : + 34 91 310 7110,0
"Portugal Biogen Idec Portugal Sociedade Farmacêutica Unipessoal , Lda Tel : + 351 21 318 8450",1
România MEDISON PHARMA SRL Tel : + 40 31 7104035,0
Ireland Biogen Idec ( Ireland ) Ltd .,0
Slovenija Biogen Idec d . o . o .,0
Slovenská republika Biogen Idec ( Slovak Republic ) s . r . o Tel : + 421 2 324 101 88,0
Italia Biogen - Dompé s . r . l .,0
Suomi / Finland Biogen Idec Finland Oy Puh / Tel : + 358 207 401 200,0
Κ ύ π ρ ο ς Genesis Pharma Cyprus Ltd Τ η λ : + 3572 2 769946,0
Sverige Biogen Idec Sweden AB Tel : + 46 8 594 113 60,0
Latvija Gedeon Richter Plc .,1
United Kingdom Biogen Idec Limited Tel : + 44 ( 0 ) 1628 50 1000,0
Lietuva Gedeon Richter Plc .,1
Inspectez visuellement le produit dilué pour vérifier l ’ absence de particules ou de coloration avant l ’ administration .,1
"Si le produit dilué est conservé à une température de 2 à 8 ° C ( ne pas congeler ) , laissez la solution se réchauffer à température ambiante avant la perfusion .",1
